companyID,candleTime,closePrice,MaxCandleTime,Close,maxProfit,Name
45,"2017-06-01 09:45:00",1181.50,"2017-06-01 10:15:00",1178.00,-3.50,LUPIN
45,"2016-02-05 12:15:00",1683.00,"2016-02-05 15:15:00",1815.15,132.15,LUPIN
45,"2016-03-29 14:15:00",1388.40,"2016-03-29 14:45:00",1407.15,18.75,LUPIN
45,"2015-05-29 13:30:00",1802.50,"2015-05-29 15:00:00",1842.25,39.75,LUPIN
46,"2016-02-12 13:45:00",583.38,"2016-02-12 15:15:00",583.78,0.40,M&M
46,"2016-03-01 13:45:00",633.75,"2016-03-01 14:45:00",635.50,1.75,M&M
48,"2018-01-24 12:30:00",3542.85,"2018-01-24 13:00:00",3550.00,7.15,MCDOWELL
48,"2017-05-23 10:15:00",2002.85,"2017-05-23 13:45:00",2023.00,20.15,MCDOWELL
48,"2017-06-05 11:00:00",2459.00,"2017-06-05 13:45:00",2512.75,53.75,MCDOWELL
48,"2016-11-22 13:15:00",1846.90,"2016-11-22 15:15:00",1891.05,44.15,MCDOWELL
48,"2017-01-17 14:15:00",2087.85,"2017-01-17 14:45:00",2099.15,11.30,MCDOWELL
48,"2017-01-18 11:15:00",2210.45,"2017-01-18 11:30:00",2215.00,4.55,MCDOWELL
48,"2016-05-03 13:00:00",2467.05,"2016-05-03 13:45:00",2487.20,20.15,MCDOWELL
48,"2016-05-03 13:30:00",2469.40,"2016-05-03 13:45:00",2487.20,17.80,MCDOWELL
48,"2016-02-03 13:30:00",2573.55,"2016-02-03 14:00:00",2581.00,7.45,MCDOWELL
48,"2016-02-25 13:30:00",2663.95,"2016-02-25 14:00:00",2682.95,19.00,MCDOWELL
48,"2016-03-08 10:15:00",2466.00,"2016-03-08 10:30:00",2470.50,4.50,MCDOWELL
48,"2015-05-13 15:00:00",3613.95,"2015-05-13 15:15:00",3573.00,-40.95,MCDOWELL
48,"2015-03-03 10:45:00",3610.00,"2015-03-03 11:30:00",3609.60,-0.40,MCDOWELL
48,"2015-03-04 13:00:00",3829.95,"2015-03-04 13:15:00",4000.00,170.05,MCDOWELL
49,"2017-05-19 14:00:00",277.37,"2017-05-19 15:15:00",285.40,8.03,MOTHERSUMI
49,"2017-06-12 10:15:00",318.50,"2017-06-12 10:30:00",320.73,2.23,MOTHERSUMI
49,"2016-11-16 10:30:00",193.23,"2016-11-16 14:15:00",201.70,8.47,MOTHERSUMI
49,"2016-11-09 14:45:00",205.50,"2016-11-09 15:15:00",205.90,0.40,MOTHERSUMI
49,"2016-05-17 12:45:00",192.37,"2016-05-17 14:00:00",196.83,4.46,MOTHERSUMI
49,"2016-01-19 14:15:00",168.40,"2016-01-19 14:30:00",166.67,-1.73,MOTHERSUMI
49,"2016-02-17 12:00:00",145.90,"2016-02-17 14:30:00",149.00,3.10,MOTHERSUMI
49,"2016-02-24 10:15:00",143.37,"2016-02-24 13:45:00",143.80,0.43,MOTHERSUMI
49,"2015-08-25 13:45:00",196.73,"2015-08-25 15:15:00",198.63,1.90,MOTHERSUMI
49,"2015-10-12 10:15:00",167.13,"2015-10-12 12:00:00",171.20,4.07,MOTHERSUMI
49,"2015-04-28 10:45:00",204.51,"2015-04-28 15:00:00",206.80,2.29,MOTHERSUMI
49,"2015-04-30 10:30:00",217.29,"2015-04-30 15:15:00",224.67,7.38,MOTHERSUMI
50,"2016-09-23 13:30:00",46155.50,"2016-09-23 13:45:00",46260.60,105.10,MRF
50,"2016-11-09 09:45:00",49864.45,"2016-11-09 14:00:00",51860.00,1995.55,MRF
50,"2016-03-29 15:00:00",37024.00,"2016-03-29 15:15:00",36799.00,-225.00,MRF
51,"2015-01-16 11:45:00",6967.40,"2015-01-16 14:15:00",6989.00,21.60,NESTLEIND
51,"2015-01-16 11:45:00",6967.40,"2015-01-16 14:30:00",6989.00,21.60,NESTLEIND
51,"2015-01-16 11:45:00",6967.40,"2015-01-16 14:45:00",6989.00,21.60,NESTLEIND
52,"2016-11-09 11:45:00",153.85,"2016-11-09 15:15:00",155.15,1.30,NTPC
52,"2015-08-25 12:45:00",121.45,"2015-08-25 14:15:00",121.35,-0.10,NTPC
52,"2015-08-28 10:30:00",124.40,"2015-08-28 12:15:00",124.55,0.15,NTPC
52,"2015-08-28 10:30:00",124.40,"2015-08-28 12:30:00",124.55,0.15,NTPC
53,"2016-11-09 09:45:00",176.30,"2016-11-09 14:45:00",180.13,3.83,ONGC
53,"2016-11-09 11:00:00",174.33,"2016-11-09 14:45:00",180.13,5.80,ONGC
54,"2016-11-15 13:45:00",617.65,"2016-11-15 14:00:00",619.30,1.65,PIDILITIND
54,"2016-02-10 13:15:00",592.45,"2016-02-10 15:15:00",592.90,0.45,PIDILITIND
54,"2016-02-22 09:45:00",643.95,"2016-02-22 10:30:00",646.00,2.05,PIDILITIND
54,"2015-08-25 14:15:00",539.65,"2015-08-25 15:15:00",545.90,6.25,PIDILITIND
54,"2015-08-26 11:45:00",548.95,"2015-08-26 14:45:00",554.95,6.00,PIDILITIND
