id_15_min_candles,company_id,currCandleTime,currClosePrice,prevCandleTIme,prevOpenPrice,company
1350199,13,"2016-07-22 14:45:00",265.67,"2016-07-22 12:15:00",254.65,BIOCON
1350199,13,"2016-07-22 14:45:00",265.67,"2016-07-22 12:30:00",255.63,BIOCON
1350199,13,"2016-07-22 14:45:00",265.67,"2016-07-22 12:45:00",255.12,BIOCON
1350910,13,"2016-04-05 11:15:00",174.23,"2016-04-05 09:15:00",167.15,BIOCON
1355000,13,"2015-09-08 14:15:00",145.45,"2015-09-08 11:45:00",140.83,BIOCON
1355000,13,"2015-09-08 14:15:00",145.45,"2015-09-08 12:00:00",140.88,BIOCON
1369705,14,"2016-11-09 09:45:00",21016.00,"2016-11-09 09:15:00",20100.00,BOSCHLTD
1369706,14,"2016-11-09 10:00:00",20915.10,"2016-11-09 09:15:00",20100.00,BOSCHLTD
1373096,14,"2016-02-29 13:45:00",16994.10,"2016-02-29 12:30:00",16515.20,BOSCHLTD
1373096,14,"2016-02-29 13:45:00",16994.10,"2016-02-29 12:45:00",16525.60,BOSCHLTD
1378917,14,"2015-02-10 11:00:00",23165.00,"2015-02-10 09:15:00",22000.00,BOSCHLTD
1379697,14,"2014-12-04 12:30:00",20923.50,"2014-12-04 10:00:00",20289.95,BOSCHLTD
1379697,14,"2014-12-04 12:30:00",20923.50,"2014-12-04 10:15:00",20162.10,BOSCHLTD
1379697,14,"2014-12-04 12:30:00",20923.50,"2014-12-04 10:30:00",20306.00,BOSCHLTD
1381279,14,"2014-11-20 14:45:00",18860.00,"2014-11-20 13:30:00",18375.00,BOSCHLTD
1390104,15,"2016-11-09 09:45:00",434.20,"2016-11-09 09:15:00",417.73,BPCL
1390111,15,"2016-11-09 11:30:00",433.60,"2016-11-09 09:15:00",417.73,BPCL
1393492,15,"2016-02-29 13:00:00",255.30,"2016-02-29 10:30:00",248.50,BPCL
1393492,15,"2016-02-29 13:00:00",255.30,"2016-02-29 10:45:00",248.87,BPCL
1393492,15,"2016-02-29 13:00:00",255.30,"2016-02-29 11:30:00",248.87,BPCL
1393492,15,"2016-02-29 13:00:00",255.30,"2016-02-29 11:45:00",248.42,BPCL
1393492,15,"2016-02-29 13:00:00",255.30,"2016-02-29 12:00:00",247.69,BPCL
1393492,15,"2016-02-29 13:00:00",255.30,"2016-02-29 12:15:00",248.25,BPCL
1393492,15,"2016-02-29 13:00:00",255.30,"2016-02-29 12:30:00",248.20,BPCL
1393612,15,"2016-03-08 11:45:00",276.70,"2016-03-08 09:30:00",269.50,BPCL
1393613,15,"2016-03-08 12:00:00",276.73,"2016-03-08 09:30:00",269.50,BPCL
1395377,15,"2015-08-25 14:15:00",283.37,"2015-08-25 11:45:00",274.32,BPCL
